gutenberg_id,text
31485,transformation took place. The upper part of the laboratory blazed out
31485,"fiercely, and in this light Pierre moved with gesticulating arms, the"
31485,"lower part of his body wholly hidden. He lifted the crucible, shook it"
31485,"for a moment with an oscillatory motion, then replaced it on the fire."
31485,He turned again to Luna.
31485,
31485,"""Hall ze time I mek ze explain. Hall ze time you mek ze question."
31485,"_Comment?_"""
31485,
31485,Luna's courage was returning in the light.
31485,
31485,"""You're damned thick-headed, when it suits you, all right. Well, I'll"
31485,explain. Last clean-up I brought you two pounds of amalgam if it was an
31485,ounce. All I got out of it was fifty dollars. You said that was my
31485,share. Hansen brought you a chunk of quartz from the mine. He showed it
31485,"to me first. If I know gold from sulphur, there was sixty dollars in it."
31485,"Hansen got five out of it."""
31485,
31485,Pierre interrupted.
31485,
31485,"""You mek mention ze name."""
31485,
31485,"""There's no one to hear in this damned hell of yours."""
31485,
31485,"""_Non_,"" Pierre answered. ""You mek mention in zis hell. Bimby you mek"
31485,"mention,"" Pierre gave an expressive upward jerk with his thumb, then"
31485,shrugged his shoulders.
31485,
31485,"""I'll look out for that,"" Luna answered, impatiently. ""I'm after"
31485,something else now. I'm getting sick of pinching the mill and bringing
31485,the stuff here for nothing. So are the rest of the boys. We ain't got no
31485,hold on you and you ain't playing fair. You've got to break even or this
31485,"thing's going to stop."""
31485,
31485,"Pierre made no reply to Luna. He picked up the tongs, lifted the"
31485,"crucible from the fire, and again replaced it. Then he brought out an"
31485,ingot mould and laid it on a ledge of the furnace. The crucible was
31485,"again lifted from the fire, and its contents were emptied in the mould."
31485,"Pierre and Luna both watched the glowing metal. As it slowly cooled,"
31485,iridescent sheens of light swept over its surface like the changing
31485,colours of a dying dolphin. Pierre held up the mould to Luna.
31485,
31485,"""How much she bin?"""
31485,
31485,"Luna looked covetously at the softly glowing metal. ""Two hundred."""
31485,
31485,"""_Bien._ She's bin ze amalgam, ze quart', ze hozer stoff. Da's hall."""
31485,
31485,Luna looked sceptical.
31485,
31485,"""That's too thin. How many times have you fired up?"""
31485,
31485,"""Zis!"" Pierre held up a single emphasizing finger."
31485,
31485,"""We'll let that go,"" Luna answered; ""but you listen now. One of the"
31485,battery men is off to-night. I'm going to put Morrison on substitute.
31485,He's going to break a stem or something. The mortar's full to the dies.
31485,We're going to clean it out. I know how much it will pan. It's coming to
31485,you. You divide fair or it's the last you'll get. I'll hide it out in
31485,"the usual place."""
31485,
31485,"""Look hout! Da's hall!"""
31485,
31485,The other laughed impatiently.
31485,
31485,"""Getting scared, Frenchy? Where's your nerve?"""
31485,
31485,"""Nerf! Nerf!"" Pierre danced from foot to foot, waving his arms. ""_Sacre"
31485,"plastron!_ You mek ze fuse light. You sit on him, heh? Bimeby, pretty"
31485,"soon, you got no nerf. You got noddings. You got one big gris-spot on ze"
31485,"rock. Da's hall."" Pierre subsided, with a gesture of intense disgust."
31485,
31485,Luna snapped his watch impatiently.
31485,
31485,"""It's my shift, Frenchy. I've got to go in a few minutes."""
31485,
31485,"""_Bien!_ Go!"" Pierre spoke without spirit. ""Mek of yourself one gran'"
31485,"_folie_. _Mais_, when ze shot go, an' you sail in ze air, don' come down"
31485,"on ze Blue Goose, on me, Pierre. I won't bin here, da's hall."""
31485,
31485,Luna turned.
31485,
31485,"""I tell you I've got to go now. I wish you'd tell me what's the matter"
31485,"with the old man."""
31485,
31485,Pierre roused himself.
31485,
31485,"""Noddings. Ze hol' man has noddings ze mattaire. It is you! You! Ze hol'"
31485,"man, he go roun' lak he kick by ze dev'. He mek his glass eyes to shine"
31485,"here an' twinkle zere, an' you mek ze gran' chuckle, 'He see noddings.'"
31485,He see more in one look dan you pack in your tick head! I tol' you look
31485,"hout; da's hall!"""
31485,
31485,Luna jammed his watch into his pocket and rose.
31485,
31485,"""It's all right, Frenchy. I'll give you another chance. To-day's"
31485,Thursday. Saturday they'll clean up at the mill. It will be a big one. I
31485,"want my rake-off. The boys want theirs. It all comes to the Blue Goose,"
31485,one way or another. You think you're pretty smooth stuff. That's all
31485,right; but let me tell you one thing: if there's any procession heading
31485,"for Canon City, you'll be in it, too."""
31485,
31485,Canon City was the State hostelry. Occasionally the law selected
31485,"unwilling guests. It was not over-large, nor was it overcrowded. Had it"
31485,"sheltered all deserving objects, the free population of the State would"
31485,have been visibly diminished.
31485,
31485,Pierre only shrugged his shoulders. He followed Luna up the stairs to
31485,"the outer door, and watched the big mill foreman as he walked down the"
31485,"trail to the mill. Then, as was his custom when perturbed in mind,"
31485,"Pierre crossed the dusty waggon trail and seated himself on a boulder,"
31485,leaning his back against a scrubby spruce. He let his eyes rest
31485,"contentedly on a big, square-faced building. Rough stone steps led up to"
31485,"a broad veranda, from which rose, in barbaric splendour, great sheets of"
31485,"shining plate-glass, that gave an unimpeded view of a long mahogany bar"
31485,"backed by tiers of glasses and bottles, doubled by reflection from"
31485,polished mirrors that reached to the matched-pine ceiling.
31485,
31485,"Across the room from the bar, roulette and faro tables, bright with"
31485,"varnish and gaudy with nickel trimmings, were waiting with invitations"
31485,to feverish excitement. The room was a modern presentation of Scylla and
31485,"Charybdis. Scylla, the bar, stimulated to the daring of Charybdis across"
31485,"the way, and Charybdis, the roulette, sent its winners to celebrate"
31485,"success, or its victims to deaden the pain of loss."
31485,
31485,At the far end of the room a glass-covered arcade stood in advance of
31485,doors to private club-rooms. At the arcade an obliging attendant passed
31485,"out gold and silver coins, for a consideration, in exchange for crumpled"
31485,time-checks and greasy drafts.
31485,
31485,Pierre grinned and rubbed his hands. Above the plate glass on the
31485,outside a gorgeous rainbow arched high on the painted front. Inscribed
31485,"within, in iridescent letters, was: ""The Blue Goose. Pierre La Martine."""
31485,"Beneath the spring of the rainbow, for the benefit of those who could"
31485,"not read, was a huge blue goose floating aimlessly in a sheet of bluer"
31485,water.
31485,
31485,This was all of the Blue Goose that was visible to the eyes of the
31485,uninitiated; of the initiated there were not many.
31485,
31485,"Beneath the floor was a large cellar, wherein was a fierce-looking"
31485,"furnace, which on occasion grew very red with its labours. There were"
31485,"pungent jars and ghostly vessels and a litter of sacks, and much"
31485,"sparkling dust on the earthen floor. All this Pierre knew, and a few"
31485,"others, though even these had not seen it."
31485,
31485,Beneath the shadow of the wings of the Blue Goose dwelt a very plain
31485,"woman, who looked chronically frightened, and a very beautiful girl who"
31485,did not. The scared woman was Madame La Martine; the unscared girl
31485,"passed for their daughter, but about the daughter no one asked questions"
31485,"of Pierre. About the Blue Goose, its bar, and its gaming-tables Pierre"
31485,"was eloquent, even with strangers. About his daughter and other things"
31485,"his acquaintances had learned to keep silence; as for strangers, they"
31485,soon learned.
31485,
31485,Obviously the mission of the Blue Goose was to entertain; with the
31485,"multitude this mission passed current at its face value, but there were"
31485,a few who challenged it. Now and then a grocer or a butcher made gloomy
31485,comments as he watched a growing accumulation of books that would not
31485,prove attractive to the most confirmed bibliophile. Men went to the Blue
31485,"Goose with much money, but came out with none, for the bar and roulette"
31485,required cash settlements. Their wives went in to grocers and butchers
31485,"with no money but persuasive tongues, and came forth laden with spoils."
31485,
31485,"Pandora could raise no taxes for schools, so there were none. Preachers"
31485,"came and offered their wares without money and without price, but there"
31485,were no churches. For the wares of the preachers flushed no faces and
31485,"burned no throats, nor were there rattles even in contribution boxes,"
31485,and there was no whirr of painted wheels. Even the hundred rumbling
31485,stamps of the Rainbow mill might as well have pounded empty air or
31485,clashed their hard steel shoes on their hard steel dies for all the
31485,profit that came to the far-away stockholders of the great Rainbow mine
31485,and mill.
31485,
31485,So it came to pass that many apparently unrelated facts were gathered
31485,"together by the diligent but unprosperous, and, being thus gathered,"
31485,pointed to a very inevitable conclusion. Nothing and no one was
31485,"prosperous, save Pierre and his gorgeous Blue Goose. For Pierre was a"
31485,power in the land. He feared neither God nor the devil. The devil was
31485,"the bogie-man of the priest. As for God, who ever saw him? But of some"
31485,"men Pierre had much fear, and among the same was ""the hol' man"" at the"
31485,mill.
31485,
31485,
31485,
31485,
31485,CHAPTER II
31485,
31485,_The Old Man_
31485,
31485,
31485,After leaving the Blue Goose Luna went straight to the superintendent's
31485,office. He was nettled rather than worried by Pierre's cautions. Worry
31485,"implied doubt of his own wisdom, as well as fear of the old man."
31485,"Superintendents had come to, and departed from, the Rainbow. Defiant"
31485,"fanfares had heralded their coming, confusion had reigned during their"
31485,"sojourn, their departure had been duly celebrated at the Blue Goose."
31485,This had been the invariable sequence. Through all these changes Pierre
31485,"was complacently confident, but he never lost his head. The bottles of"
31485,"the Blue Goose bar were regularly drained, alike for welcoming and for"
31485,speeding the departing incumbent at the Rainbow.
31485,
31485,"The roulette whirred cheerfully, gold and silver coins clinked merrily,"
31485,"the underground furnace reddened and dulled at regular periods, and much"
31485,lawful money passed back and forth between the Blue Goose and its
31485,patrons. Not that the passing back and forth was equal; Pierre attended
31485,"to that. His even teeth gleamed between smiling lips, his swarthy cheeks"
31485,"glowed, and day by day his black hair seemed to grow more sleek and"
31485,"oily, and his hands smoother with much polishing."
31485,
31485,Pierre read printed words with ease. That which was neither printed nor
31485,"spoken was spelled out, sometimes with wrinkling of brows and narrowing"
31485,"of eyes, but with unmistakable correctness in the end. From the faces"
31485,"and actions of men he gathered wisdom, and this wisdom was a lamp to his"
31485,"feet, and in dark places gave much light to his eyes. Thus it happened"
31485,that with the coming of Richard Firmstone came also great caution to
31485,Pierre.
31485,
31485,"The present superintendent blew no fanfares on his new trumpet, he"
31485,"expressed no opinion of his predecessors, and gave no hint of his future"
31485,policy.
31485,
31485,"Mr. Morrison, who oiled his hair and wore large diamonds in a"
31485,"much-starched, collarless shirt while at the bar of the Blue Goose,"
31485,"donned overalls and jumpers while doing ""substitute"" at the mill, and"
31485,between times kept alive the spirit of rebellion in the bosoms of
31485,"down-trodden, capitalist-ridden labour. Morrison freely voiced the"
31485,"opinion that the Rainbow crowd had experienced religion, and had sent"
31485,out a Sunday-school superintendent to reform the workmen and to count
31485,the dollars that dropped from beneath the stamps of the big mill. In
31485,"this opinion Luna, the mill foreman, concurred. He even raised the ante,"
31485,"solemnly averring that the old man opened the mill with prayer, sang"
31485,"hallelujahs at change of shift, and invoked divine blessing before"
31485,chewing his grub. Whereat the down-trodden serfs of soulless
31485,"corporations cheered long and loud, and called for fresh oblations at"
31485,the bar of the Blue Goose.
31485,
31485,"All these things Luna pondered in his mind, and his indignation waxed"
31485,hot at Pierre.
31485,
31485,"""The damned old frog-eater's losing his nerve; that's what! I ain't"
31485,"going to be held up by no frog-spawn."""
31485,
31485,He opened the office door and clumped up to the railing.
31485,
31485,The superintendent looked up.
31485,
31485,"""What is it, Luna?"""
31485,
31485,"""Long, on number ten battery, is sick and off shift. Shall we hang up"
31485,"ten, or put on Morrison?"""
31485,
31485,The superintendent smiled.
31485,
31485,"""Is it Morrison, or hang up?"" he asked."
31485,
31485,The question was disconcerting. The foreman shifted his footing.
31485,
31485,"""Morrison is all right,"" he said, doggedly. ""He's a good battery man."
31485,"Things ain't pushing at the Blue Goose, and he can come as well as not."""
31485,
31485,"""What's the matter with Morrison?"" The superintendent's smile broadened."
31485,
31485,The foreman looked puzzled.
31485,
31485,"""I've just been telling you--he's all right."""
31485,
31485,"""That's so. Only, back east, when a horse jockey gets frothy about the"
31485,"good points of his horse, we look sharp."""
31485,
31485,The foreman grew impatient.
31485,
31485,"""You haven't told me whether to hang up ten or not."""
31485,
31485,"""I'm not going to. You are foreman of the mill. Put on anyone you want;"
31485,"fire anyone you want. It's nothing to me; only,"" he looked hard, ""you"
31485,"know what we're running this outfit for."""
31485,
31485,The foreman appeared defiant. Guilty thoughts were spurring him to
31485,unwise defence.
31485,
31485,"""If the ore ain't pay I can't get it out."""
31485,
31485,"""I'll attend to the ore, that's my business. Get out what there is in"
31485,"it, that's yours."" He leaned forward to his papers."
31485,
31485,The foreman shifted uneasily. His defence was not complete. He was not
31485,sure that he had been attacked. He knew Morrison of the Blue Goose. He
31485,knew the workings of the mill. He had thought he knew the old man. He
31485,was not so sure now. He was not even sure how much or how little he had
31485,let out. Perhaps Pierre's words had rattled him. He shifted from foot to
31485,"foot, twirling his hat on his fingers. He half expected, half hoped, and"
31485,half waited for another opening. None came. Through the muffled roar of
31485,the stamps he was conscious of the sharp scratch of the superintendent's
31485,pen. Then came the boom of the big whistle. It was change of shift. The
31485,jar of the office door closing behind him was not heard. At the mill he
31485,found Morrison.
31485,
31485,"""You go on ten, in Long's place,"" he said, gruffly, as he entered the"
31485,mill.
31485,
31485,Morrison stared at the retreating foreman.
31485,
31485,"""What in hell,"" he began; then, putting things together in his mind, he"
31485,"shook his head, and followed the foreman into the mill."
31485,
31485,The superintendent was again interrupted by the rasping of hobnailed
31485,shoes on the office floor and the startled creak of the office railing
31485,"as a large, loose-jointed man leaned heavily against it. His trousers,"
31485,"tucked into a pair of high-laced, large-eyed shoes, were belted at the"
31485,"waist in a conspicuous roll. A faded gray shirt, rolled up at the"
31485,"sleeves, disclosed a red undershirt and muscular arms. A well-shaped"
31485,"head with grey streaked hair, and a smooth, imperturbable face was"
31485,shaded by a battered sombrero that was thrust back and turned squarely
31485,up in front.
31485,
31485,The superintendent's smile had nothing puzzling now.
31485,
31485,"""Hello, Zephyr. Got another Camp Bird?"""
31485,
31485,"""Flying higher'n a Camp Bird this time."""
31485,
31485,"""How's that?"""
31485,
31485,"""Right up to the golden gates this time, sure. It's straight goods. St."
31485,Peter ain't going to take no post-prandial siestas from now on. I'm
31485,"timbering my shots to keep from breaking the sky. Tell you what, I'm"
31485,jarring them mansions in heaven wuss'n a New York subway contractor them
31485,"Fifth Avenue palaces."" Zephyr paused and glanced languidly at the"
31485,superintendent.
31485,
31485,Firmstone chuckled.
31485,
31485,"""Go on,"" he said."
31485,
31485,"""I've gone as far as I can without flying. It's a lead from the golden"
31485,streets of the New Jerusalem. Followed it up to the foot of Bingham
31485,"Pass; caught it above the slide, then it took up the cliff, and"
31485,"disappeared in the cerulean. Say, Goggles, how are you off for chuck?"
31485,"I've been up against glory, and I'm down hungrier than a she-bear that's"
31485,"skipped summer and hibernated two winters."""
31485,
31485,"""Good! Guess Bennie will fix us up something. Can you wait a few"
31485,"minutes?"""
31485,
31485,"""I think I can. I've been practising on that for years. No telling when"
31485,"such things will come in handy. You don't object to music, Goggles?"""
31485,
31485,"""Not to music, no,"" Firmstone answered, with an amused glance at Zephyr."
31485,
31485,"Zephyr, unruffled, drew from his shirt a well-worn harmonica."
31485,
31485,"""Music hath charms,"" he remarked, brushing the instrument on the sleeve"
31485,"of his shirt. ""Referring to my savage breast, not yours."""
31485,
31485,"He placed the harmonica to his lips, holding it in hollowed hands. His"
31485,oscillating breath jarred from the metal reeds the doleful strains of
31485,"_Home, Sweet Home_, muffled by the hollow of his hands into mournful"
31485,cadences.
31485,
31485,At last Firmstone closed his desk.
31485,
31485,"""If your breast is sufficiently soothed, let's see what Bennie can do"
31485,"for your stomach."""
31485,
31485,As they passed from the office Zephyr carefully replaced the harmonica
31485,in his shirt.
31485,
31485,"""I'd rather be the author of that touching little song than the owner of"
31485,"the Inferno. That's my new claim,"" he remarked, distantly."
31485,
31485,Firmstone laughed.
31485,
31485,"""I thought your claim was nearer heaven."""
31485,
31485,"""The two are not far apart. 'Death, like a narrow sea, divides.' But my"
31485,"reminiscences were getting historical, which you failed to remark. I"
31485,"ain't no Wolfe and Pierre ain't no Montcalm, nor the Heights of Abraham"
31485,"ain't the Blue Goose. Pierre's a hog. At least, he's a close second. A"
31485,"hog eats snakes and likewise frogs. Pierre's only got as far as frogs,"
31485,last I heard. Pierre's bad. Morrison's bad. Luna ain't. He thinks he is;
31485,but he ain't. I'm not posting you nor nothing. I'm only meditating out
31485,"loud. That's all."""
31485,
31485,"They entered the mill boarding-house. Bennie, the cook, greeted Zephyr"
31485,effusively.
31485,
31485,"""Goggles invited me to pay my respects to you,"" Zephyr remarked. ""I'm"
31485,"empty, and I'm thinking you can satisfy my longing as nothing else can"
31485,"do."""
31485,
31485,Zephyr addressed himself to Bennie's viands. At last he rose from the
31485,table.
31485,
31485,"""To eat and to sleep are the chief ends of man. I have eaten, and now I"
31485,"see I am tired. With your consent, uttered or unexpressed, I'll wrap the"
31485,"drapery of my bunk around me and take a snooze. And say, Goggles,"" he"
31485,"added, ""if, the next time you inventory stock, you are shy a sack of"
31485,"flour and a side of bacon, you can remark to the company that"
31485,"prospectors is thick around here, and that prospectors is prone to evil"
31485,as the sparks fly upward. That's where the flour and bacon are going. Up
31485,to where St. Peter can smell them cooking; leastways he can if he hangs
31485,"his nose over the wall and the wind's right."""
31485,
31485,
31485,
31485,
31485,CHAPTER III
31485,
31485,_Elise_
31485,
31485,
31485,"Bennie was an early riser, as became a faithful cook; but, early as he"
31485,"usually was, this morning he was startled into wakefulness by a jarring"
31485,"chug, as Zephyr, with a relieved grunt, dropped a squashy sack on the"
31485,"floor near his bunk. Bennie sprang to a sitting posture, rubbing his"
31485,"sleepy eyes to clear his vision; but, before he could open his eyes or"
31485,"his mouth beyond a startled ejaculation, Zephyr had departed. He soon"
31485,"reappeared. There was another chug, another grunt, and another"
31485,departure. Four times this was repeated. Then Zephyr seated himself on
31485,"the bunk, and, pushing back his sombrero, mopped his perspiring brow."
31485,
31485,"""What the--"" Bennie started in, but Zephyr's uplifted hand restrained"
31485,him.
31485,
31485,"""The race is not to the swift, Julius Benjamin. The wise hound holds his"
31485,"yap till he smells a hot foot. Them indecisive sacks is hot footses,"
31485,"Julius Benjamin; but it isn't your yap, not by quite some."""
31485,
31485,"""What's up, Zephyr?"" asked Bennie. ""I'm not leaky."""
31485,
31485,"""Them gelatinous sacks,"" Zephyr went on, eyeing them meditatively, ""I"
31485,"found hidden in the bushes near the mine, and they contain mighty"
31485,"interesting matter. They're an epitome of life. They started straight,"
31485,but missed connections. Pulled up at the wrong station. I've thrown the
31485,"switch, and now you and me, Julius, will make it personally conducted"
31485,"the rest of the trip."""
31485,
31485,"""Hm!"" mused Bennie. ""I see. That stuff's been pinched from the mill."""
31485,
31485,"""Good boy, Julius Benjamin! You're doing well. You'll go into words of"
31485,"two syllables next."""
31485,
31485,"Zephyr nodded, with a languid smile."
31485,
31485,"""But, to recapitulate, as my old school-teacher used to say, there's"
31485,thousands of dollars in them sacks. The Rainbow ain't coughing up no
31485,"such rich stuff as that. That rock is broken; ergo, it's been under the"
31485,"stamps. It's coarse and fine, from which I infer it hasn't been through"
31485,"the screens. And furthermore----"""
31485,
31485,Bennie interrupted eagerly.
31485,
31485,"""They've just hung up the stamps and raked out the rich stuff that's"
31485,"settled between the dies!"""
31485,
31485,"""Naturally, gold being heavier than quartz. Julius Benjamin, you're fit"
31485,"for the second reader."""
31485,
31485,Bennie laughed softly.
31485,
31485,"""It's Luna or Morrison been robbing the mill. Won't Frenchy pull the"
31485,"long face when he hears of your find?"""
31485,
31485,Zephyr made no farther reply than to blow _There'll Be a Hot Time_ from
31485,pursed lips as he rolled a cigarette.
31485,
31485,"""So there will be,"" Bennie answered."
31485,
31485,"""Not to-night, Bennie."" Zephyr was puffing meditative whiffs in the air."
31485,"""Great things move slowly. Richard Firmstone is great, Benjamin; leave"
31485,"it to him."""
31485,
31485,"Bennie was already dressed, and Zephyr, throwing the stub of his"
31485,"cigarette through the open window, followed him to the kitchen. He ate"
31485,his specially prepared breakfast with an excellent appetite.
31485,
31485,"""I think I'll raise my bet. I mentioned a sack of flour and a side of"
31485,bacon. I'll take a can of coffee and a dab of sugar. St. Peter'll
31485,appreciate that. 'Tis well to keep on the right side of the old man.
31485,Some of us may have occasion to knock at his gate before the summer is
31485,"over. You've heard of my new claim, Bennie?"""
31485,
31485,"Bennie made no reply. Between packing up Zephyr's supplies, attending to"
31485,"breakfast for the men, and thinking of the sacks of stolen ore, he was"
31485,somewhat preoccupied.
31485,
31485,Zephyr stowed the supplies in his pack and raised it to his shoulder.
31485,Bennie looked up in surprise.
31485,
31485,"""You're not going now, are you?"""
31485,
31485,Zephyr was carefully adjusting the straps of his pack.
31485,
31485,"""It looks pretty much that way, Benjamin. When a man's got all he wants,"
31485,"it's time for him to lope. If he stays, he might get more and"
31485,"possibly--less."""
31485,
31485,"""What will I do with these sacks?"" Bennie asked hurriedly, as Zephyr"
31485,passed through the door.
31485,
31485,"Zephyr made no reply, further than softly to whistle _Break the News to"
31485,"Mother_ as he swung into the trail. He clumped sturdily along,"
31485,apparently unmindful of the rarefied air that would ordinarily make an
31485,"unburdened man gasp for breath. His lips were still pursed, though they"
31485,had ceased to give forth sound. He came to the nearly level terrace
31485,"whereon, among scattered boulders, were clustered the squat shanties of"
31485,the town of Pandora.
31485,
31485,"He merely glanced at the Blue Goose, whose polished windows were just"
31485,beginning to glow with the light of the rising sun. He saw a door open
31485,"at the far end of the house and Madame La Martine emerge, a broom in her"
31485,hands and a dust-cloth thrown over one shoulder.
31485,
31485,Pierre's labours ended late. Madame's began very early. Both had an
31485,unvarying procession. Pierre had much hilarious company; it was his
31485,business to keep it so. He likewise had many comforting thoughts; these
31485,cost him no effort. The latter came as a logical sequence to the former.
31485,"Madame had no company, hilarious or otherwise. Instead of complacent"
31485,"thoughts, she had anxiety. And so it came to pass that, while Pierre"
31485,"grew sleek and smooth with the passing of years, Madame developed many"
31485,"wrinkles and grey hairs and a frightened look, from the proffering of"
31485,wares that were usually thrust aside with threatening snarls and many
31485,harsh words. Pierre was not alone in the unstinted pouring forth of the
31485,wine of pleasure for the good of his companions and in uncorking his
31485,vials of wrath for the benefit of his wife.
31485,
31485,Zephyr read the whole dreary life at a glance. A fleeting thought came
31485,to Zephyr. How would it have been with Madame had she years ago chosen
31485,"him instead of Pierre? A smile, half pitying, half contemptuous, was"
31485,"suggested by an undecided quiver of the muscles of his face, more"
31485,pronounced by the light in his expressive eyes. He left the waggon trail
31485,"that zig-zagged up the steep grade beyond the outskirts of the town,"
31485,cutting across their sharp angles in a straight line. Near the foot of
31485,an almost perpendicular cliff he again picked up the trail. Through a
31485,notch in the brow of the cliff a solid bar of water shot forth. The
31485,"solid bar, in its fall broken to a misty spray, fell into a mossy basin"
31485,"at the cliff's foot, regathered, and then, sliding and twisting in its"
31485,"rock-strewn bed, gurgled among nodding flowers and slender, waving"
31485,willows that were fanned into motion by the breath of the falling spray.
31485,Where the brook crossed the trail Zephyr stood still. Not all at once.
31485,There was an indescribable suggestion of momentum overcome by the
31485,application of perfectly balanced power.
31485,
31485,"Zephyr did not whistle, even softly. Instead, there was a low hum--"
31485,
31485,    _But the maiden in the garden
31485,    Was the fairest flower of all._
31485,
